feature_id	annot_type	auprc_mean	auprc_median	enrichment_gmean	odds_ratio	fisher_p	n_proteins	tp	fp	fn	tn
4783	Region	0.7488610055894505	0.7488610055894505	1.3513513339358236	inf	0.7485322896281801	1	1.0	0.0	764.0	257.0
630	Domain	0.7345516930298116	0.6912403053502825	1.42497995988933	inf	0.39559981352826384	3	3.0	0.0	2248.0	815.0
2476	Topological domain	0.7344293374353671	0.7180451127819548	1.2988108656343416	0.7082452431289641	0.8306215040830711	3	2.0	1.0	946.0	335.0
667	Helix	0.7295233649534035	0.7295233649534035	1.72413798064596	inf	0.7282229965156795	1	1.0	0.0	208.0	78.0
4657	Topological domain	0.725015638031693	0.725015638031693		0.0	1.0	2	0.0	2.0	778.0	293.0
88	Domain	0.7244488063818949	0.7449539821688941	1.4289603581112447	inf	0.3794726045776538	3	3.0	0.0	2217.0	846.0
6002	Domain	0.7141962184883953	0.7141962184883953	1.419904569578361	inf	0.5094054156573016	2	2.0	0.0	1457.0	585.0
2015	Region	0.7133440061324245	0.7577078669337418	1.5693627083893638	inf	0.3610998800115182	3	3.0	0.0	1722.0	697.0
2877	Topological domain	0.6900274236102988	0.6900274236102988	1.6666666004392863	inf	0.6894243641231593	1	1.0	0.0	514.0	232.0
1219	Topological domain	0.6900274236102988	0.6900274236102988	1.72413798064596	inf	0.6894243641231593	1	1.0	0.0	514.0	232.0
5333	Topological domain	0.6900274236102988	0.6900274236102988	1.4285714528998557	inf	0.6894243641231593	1	1.0	0.0	514.0	232.0
4699	Topological domain	0.6852248394004282	0.6852248394004282		0.0	1.0	1	0.0	1.0	320.0	146.0
5275	Alternative sequence	0.6832926970858005	0.6832926970858005	1.4705882198257847	inf	0.6827586206896552	1	1.0	0.0	593.0	276.0
857	Domain	0.6636763236763237	0.6636763236763237	1.388888833699405	inf	0.6618181818181819	1	1.0	0.0	181.0	93.0
104	Repeat	0.663618928779977	0.663618928779977	1.4808721742666933	inf	0.43810476151532834	2	2.0	0.0	484.0	248.0
6504	Domain	0.6619489572598107	0.6619489572598107	1.612903213401739	inf	0.6614481409001958	1	1.0	0.0	675.0	346.0
4076	Domain	0.6619489572598107	0.6619489572598107	1.4285714528998557	inf	0.6614481409001958	1	1.0	0.0	675.0	346.0
4537	Region	0.6598393137309115	0.6551434075923263	1.3894250388196037	1.0309405940594059	0.7317201555046613	3	2.0	1.0	1616.0	833.0
5387	Region	0.6557855986396403	0.6557855986396403	2.0	inf	0.6545012165450121	1	1.0	0.0	537.0	284.0
3517	Topological domain	0.6504545135476626	0.6504545135476626	1.612903213401739	inf	0.6491646778042959	1	1.0	0.0	271.0	147.0
3661	Transmembrane	0.638095238095238	0.638095238095238	1.5151514549448057	inf	0.6363636363636364	1	1.0	0.0	209.0	120.0
6332	Disulfide bond	0.6379564381806534	0.6379564381806534	1.6971105731164515	inf	0.40578576534259164	2	2.0	0.0	890.0	508.0
4474	Disulfide bond	0.6379564381806534	0.6379564381806534	1.4285714528998557	inf	0.6371428571428571	1	1.0	0.0	445.0	254.0
6030	Topological domain	0.63598059035985	0.63598059035985	1.540102745062079	inf	0.4038659730404284	2	2.0	0.0	940.0	540.0
2390	Topological domain	0.6356790606162803	0.6356790606162803	1.612903213401739	0.5727948990435706	0.8673890876883166	2	1.0	1.0	941.0	539.0
7283	Topological domain	0.6356790606162803	0.6356790606162803	1.612903213401739	0.5727948990435706	0.8673890876883166	2	1.0	1.0	941.0	539.0
6059	Region	0.631004366812227	0.631004366812227		0.0	1.0	1	0.0	1.0	289.0	168.0
638	Region	0.6146559662272634	0.6196274707030066	1.6450191713253324	inf	0.2305195249989208	3	3.0	0.0	1499.0	947.0
2634	Region	0.6138751394955048	0.618871262891283	1.616947867906588	inf	0.2305195249989208	3	3.0	0.0	1499.0	947.0
6601	Domain	0.6116654348361664	0.6116654348361664	1.492537276254622	inf	0.36293580727218316	1	2.0	0.0	97.0	65.0
6332	Alternative sequence	0.6052212090509963	0.6052212090509963	1.612903213401739	inf	0.6042857142857143	1	1.0	0.0	422.0	277.0
4474	Alternative sequence	0.6042857142857143	0.6042857142857143		0.0	1.0	1	0.0	1.0	423.0	276.0
3099	Repeat	0.6037181996086106	0.6037181996086106		0.0	1.0	1	0.0	1.0	617.0	404.0
7283	Beta strand	0.5939574702119237	0.5939574702119237	1.6666666004392863	inf	0.5930388219544847	1	1.0	0.0	442.0	304.0
1219	Beta strand	0.5939574702119237	0.5939574702119237	2.0	inf	0.5930388219544847	1	1.0	0.0	442.0	304.0
2390	Beta strand	0.5939574702119237	0.5939574702119237	1.72413798064596	inf	0.5930388219544847	1	1.0	0.0	442.0	304.0
6030	Beta strand	0.5930388219544847	0.5930388219544847		0.0	1.0	1	0.0	1.0	443.0	303.0
2877	Beta strand	0.5930388219544847	0.5930388219544847		0.0	1.0	1	0.0	1.0	443.0	303.0
6805	Domain	0.5912641509433962	0.5912641509433962	1.5625000349245972	inf	0.589622641509434	1	1.0	0.0	249.0	174.0
7990	Alternative sequence	0.5893733340804124	0.5893733340804124	1.9230769936149668	inf	0.5878524945770065	1	1.0	0.0	270.0	190.0
1429	Region	0.589049839049839	0.589049839049839	1.7857142781116524	inf	0.5874125874125873	1	1.0	0.0	251.0	177.0
300	Transmembrane	0.5835993803461978	0.5835993803461978	1.4705882198257847	inf	0.5821782178217823	1	1.0	0.0	293.0	211.0
996	Region	0.5826612903225806	0.5826612903225806		0.0	1.0	1	0.0	1.0	289.0	206.0
996	Repeat	0.5826612903225806	0.5826612903225806		0.0	1.0	1	0.0	1.0	289.0	206.0
80	Transmembrane	0.5821782178217821	0.5821782178217821		0.0	1.0	1	0.0	1.0	294.0	210.0
4204	Topological domain	0.5819337571094012	0.5819337571094012	1.6666666004392863	inf	0.580952380952381	1	1.0	0.0	426.0	308.0
492	Topological domain	0.580952380952381	0.580952380952381		0.0	1.0	1	0.0	1.0	427.0	307.0
6059	Domain	0.5801927988794595	0.5801927988794595	1.5151514549448057	inf	0.5786026200873362	1	1.0	0.0	264.0	193.0
3758	Topological domain	0.5710323850420469	0.5710323850420469	2.173913004042296	inf	0.3220058546519027	1	2.0	0.0	274.0	210.0
5285	Topological domain	0.569466809804974	0.569466809804974	2.0	inf	0.5679012345679013	1	1.0	0.0	275.0	210.0
6599	Domain	0.5680868306961736	0.5680868306961736	1.190476227644621	0.4068157614483493	0.9163490576933413	2	1.0	1.0	939.0	382.0
5387	Topological domain	0.5679012345679012	0.5679012345679012		0.0	1.0	1	0.0	1.0	276.0	209.0
7437	Region	0.5676107480029049	0.5676107480029049	2.083333379899463	inf	0.5666666666666667	1	1.0	0.0	458.0	351.0
3260	Region	0.5666666666666667	0.5666666666666667		0.0	1.0	1	0.0	1.0	459.0	350.0
8108	Domain	0.564525462962963	0.564525462962963	1.7857142781116524	inf	0.5625	1	1.0	0.0	215.0	168.0
7049	Transmembrane	0.5636715211483521	0.5636715211483521	1.72413798064596	inf	0.5619469026548672	1	1.0	0.0	253.0	198.0
2717	Transmembrane	0.5636715211483521	0.5636715211483521	1.9230769936149668	inf	0.5619469026548672	1	1.0	0.0	253.0	198.0
6731	Repeat	0.5529767911200807	0.5529767911200807		0.0	1.0	1	0.0	1.0	548.0	442.0
5275	Domain	0.5493912775466174	0.5493912775466174	1.6666666004392863	inf	0.544973544973545	1	1.0	0.0	102.0	86.0
3304	Helix	0.5441061199934025	0.5441061199934025	2.12238174404602	inf	0.2842648468783487	2	2.0	0.0	316.0	278.0
4699	Domain	0.5377145721816283	0.5377145721816283	1.8184823786322	inf	0.28696995469039843	2	2.0	0.0	520.0	452.0
6490	Domain	0.5377145721816283	0.5377145721816283	1.7251638604075386	inf	0.28696995469039843	2	2.0	0.0	520.0	452.0
8056	Beta strand	0.5352622061482821	0.5352622061482821		0.0	1.0	1	0.0	1.0	296.0	256.0
5475	Alternative sequence	0.5339443661361469	0.5339443661361469	2.0	0.8751147842056933	0.7822831624955817	2	1.0	1.0	1089.0	953.0
7361	Domain	0.531502423263328	0.531502423263328		0.0	1.0	2	0.0	2.0	658.0	578.0
923	Domain	0.5291739038019032	0.5287773469802464	2.0245710770873386	inf	0.020514963969603485	6	6.0	0.0	1918.0	1751.0
339	Domain	0.5233408325869056	0.4992154340836013	2.0694744278709085	inf	0.036801788297537594	5	5.0	0.0	1582.0	1483.0
5019	Transmembrane	0.5180023228803716	0.5180023228803716	1.7857142781116524	inf	0.5121951219512195	1	1.0	0.0	83.0	80.0
1991	Domain	0.5081967213114754	0.5081967213114754	2.0	inf	0.5000000000000001	1	1.0	0.0	60.0	61.0
4699	Region	0.5081109741426382	0.5079522941226087	1.4940357910867823	0.7552828902522154	0.7842047927113388	4	2.0	2.0	1467.0	1108.0
5019	Active site	0.5060975609756098	0.5060975609756098		inf	0.012195121951219513	1	1.0	0.0	1.0	162.0
5808	Domain	0.5058154319008502	0.5058154319008502	1.9230769936149668	inf	0.5041736227045075	1	1.0	0.0	301.0	297.0
2069	Domain	0.5025641026152461	0.5025641026152461	2.2750787908465315	inf	0.2506415739948674	2	2.0	0.0	584.0	584.0
2476	Domain	0.49669725132194364	0.49669725132194364	1.9230769936149668	inf	0.24362621731042788	2	2.0	0.0	364.0	375.0
6557	Domain	0.4961054430977004	0.4961054430977004	2.272727285042282	inf	0.4951076320939334	1	1.0	0.0	505.0	516.0
2749	Transmembrane	0.4900103519668737	0.4900103519668737	1.9230769936149668	inf	0.48695652173913045	1	1.0	0.0	167.0	177.0
5634	Region	0.4845260961974264	0.4845260961974264	1.136363642521141	1.5244618395303327	0.6357133093361279	2	1.0	1.0	511.0	779.0
7454	Domain	0.478859077727245	0.46868089954906683	2.221612919212206	inf	0.10817846114379787	3	3.0	0.0	930.0	1024.0
6290	Helix	0.46732954545454547	0.46732954545454547		0.0	1.0	1	0.0	1.0	329.0	374.0
3379	Domain	0.4652546711336896	0.4620057254207852	1.8911936883351206	inf	0.09986359220828311	3	3.0	0.0	1420.0	1643.0
3412	Helix	0.46134020618556704	0.46134020618556704		0.0	1.0	1	0.0	1.0	179.0	208.0
6995	Domain	0.4551884405155543	0.4551884405155543	1.8518517782658734	inf	0.4540117416829745	1	1.0	0.0	463.0	558.0
6462	Alternative sequence	0.44294294294294295	0.44294294294294295		0.0	1.0	1	0.0	1.0	295.0	370.0
837	Region	0.43970970208213717	0.29264184397163123	2.9662731354174285	inf	0.05927336310011743	5	5.0	0.0	1395.0	1062.0
6625	Domain	0.4344186046511628	0.4344186046511628	2.4999999627470975	inf	0.43	1	1.0	0.0	128.0	171.0
2297	Region	0.433982234059694	0.5676107480029049	2.001601981642396	2.3460803059273423	0.44078315181718364	3	2.0	1.0	1046.0	1227.0
3678	Domain	0.43279594943000027	0.43279594943000027	2.77777766739881	inf	0.43150684931506844	1	1.0	0.0	440.0	581.0
5285	Transmembrane	0.43209876543209874	0.43209876543209874		0.0	1.0	1	0.0	1.0	210.0	275.0
3758	Transmembrane	0.43209876543209874	0.43209876543209874		0.0	1.0	1	0.0	2.0	210.0	274.0
4822	Region	0.43105564435757915	0.43105564435757915	1.3513513339358236	1.2025462962962963	0.7020887094995478	2	1.0	1.0	864.0	1039.0
8108	Region	0.4305767276422764	0.4305767276422764	2.083333379899463	inf	0.4270833333333333	1	1.0	0.0	163.0	220.0
5333	Beta strand	0.41814865154050224	0.41814865154050224	1.4705882198257847	1.0869565217391304	0.7289977334653432	2	1.0	1.0	529.0	575.0
2476	Region	0.4180478821362799	0.4180478821362799		0.0	1.0	1	0.0	1.0	227.0	315.0
134	Domain	0.4162275088458932	0.4162275088458932	1.5625000349245972	inf	0.41225626740947074	1	1.0	0.0	147.0	211.0
2946	Domain	0.4162275088458932	0.4162275088458932	2.083333379899463	inf	0.41225626740947074	1	1.0	0.0	147.0	211.0
2532	Domain	0.41509433962264153	0.41509433962264153		0.0	1.0	1	0.0	1.0	110.0	154.0
1503	Transmembrane	0.41246725227307757	0.41246725227307757	2.0	inf	0.4077669902912621	1	1.0	0.0	125.0	183.0
5887	Region	0.40743380312475824	0.40743380312475824	1.2820513290766447	0.6875	0.8340876702958445	2	1.0	1.0	784.0	539.0
8056	Repeat	0.4000154133672427	0.4000154133672427	3.333333200878572	inf	0.3960216998191681	1	1.0	0.0	218.0	334.0
6462	Domain	0.3983070445972871	0.40172785671375144	2.7384841672737945	inf	0.024453673875737967	4	4.0	0.0	1048.0	1606.0
7756	Region	0.3981601805077537	0.4031791509094759	1.9260035031910505	1.4435604177026355	0.475071300763623	6	3.0	3.0	2011.0	2903.0
8108	Alternative sequence	0.3930703799246238	0.3930703799246238	1.190476227644621	1.5483870967741935	0.6312002124269782	2	1.0	1.0	527.0	816.0
6805	Alternative sequence	0.3930703799246238	0.3930703799246238	1.3157894901951928	1.5483870967741935	0.6312002124269782	2	1.0	1.0	527.0	816.0
7159	Domain	0.3886792452830189	0.3886792452830189		0.0	1.0	1	0.0	1.0	103.0	161.0
7628	Transmembrane	0.3863840215332211	0.3863840215332211	2.680281405611054	inf	0.1915269081449916	2	2.0	0.0	295.0	381.0
7756	Domain	0.3777418097679895	0.3238458745022924	1.4898392209323117	1.5527272727272727	0.4388167696681018	6	3.0	3.0	1925.0	2989.0
4204	Transmembrane	0.37381431445817764	0.37381431445817764		0.0	1.0	2	0.0	2.0	540.0	903.0
492	Transmembrane	0.3696900982615269	0.3696900982615269	2.173913004042296	inf	0.36734693877551017	1	1.0	0.0	269.0	465.0
8096	Domain	0.36570187067314774	0.36570187067314774	2.6315789803903855	inf	0.3639921722113502	1	1.0	0.0	371.0	650.0
3678	Region	0.363013698630137	0.363013698630137		0.0	1.0	1	0.0	1.0	371.0	650.0
7113	Domain	0.35523613963039014	0.35523613963039014		0.0	1.0	1	0.0	1.0	173.0	313.0
953	Helix	0.35149342891278373	0.35149342891278373	2.77777766739881	inf	0.34444444444444444	1	1.0	0.0	92.0	177.0
4474	Beta strand	0.3512412177985949	0.3512412177985949	3.8461539872299335	inf	0.3485714285714286	1	1.0	0.0	243.0	456.0
6332	Beta strand	0.3512412177985949	0.3512412177985949	2.4999999627470975	inf	0.3485714285714286	1	1.0	0.0	243.0	456.0
3517	Transmembrane	0.35083532219570407	0.35083532219570407		0.0	1.0	1	0.0	1.0	147.0	271.0
857	Helix	0.3490909090909091	0.3490909090909091		0.0	1.0	1	0.0	1.0	96.0	178.0
4733	Domain	0.3472695788778406	0.3472695788778406	4.545454570084564	inf	0.34491315136476425	1	1.0	0.0	277.0	528.0
996	Domain	0.3446268371826684	0.3446268371826684	2.173913004042296	inf	0.3407258064516129	1	1.0	0.0	168.0	327.0
2297	Disulfide bond	0.34460756634669676	0.34460756634669676	2.941176439651569	inf	0.34161490683229806	1	1.0	0.0	219.0	424.0
4286	Domain	0.32883783116940973	0.3191333864849846	2.730976514410283	inf	0.03483456636894376	3	3.0	0.0	999.0	2064.0
3122	Beta strand	0.3234914674024116	0.3234914674024116	3.8461539872299335	inf	0.3204577968526466	1	1.0	0.0	223.0	475.0
4354	Domain	0.3191333864849846	0.3191333864849846	3.333333200878572	inf	0.31702544031311153	1	1.0	0.0	323.0	698.0
7283	Transmembrane	0.3187161526837532	0.3187161526837532	3.571428556223305	2.1623931623931623	0.5329249212471786	2	1.0	1.0	468.0	1012.0
2390	Transmembrane	0.3187161526837532	0.3187161526837532	3.8461539872299335	2.1623931623931623	0.5329249212471786	2	1.0	1.0	468.0	1012.0
6030	Transmembrane	0.3168729339125208	0.3168729339125208		0.0	1.0	2	0.0	2.0	469.0	1011.0
7931	Beta strand	0.3154533844189017	0.3154533844189017	2.77777766739881	inf	0.3103448275862069	1	1.0	0.0	134.0	300.0
5915	Domain	0.31278344671201813	0.3129251700680272		0.0	1.0	3	0.0	3.0	690.0	1513.0
2476	Helix	0.31155226022482657	0.31155226022482657	2.77777766739881	inf	0.3054054054054054	1	1.0	0.0	112.0	257.0
6504	Coiled coil	0.30919765166340507	0.30919765166340507		0.0	1.0	1	0.0	1.0	316.0	705.0
4076	Coiled coil	0.30919765166340507	0.30919765166340507		0.0	1.0	1	0.0	1.0	316.0	705.0
2344	Domain	0.30595097997052073	0.30595097997052073		0.0	1.0	2	0.0	2.0	348.0	676.0
6599	Beta strand	0.2969543147208122	0.2969543147208122		0.0	1.0	1	0.0	1.0	117.0	276.0
3320	Beta strand	0.29377990430622014	0.29377990430622014		0.0	1.0	2	0.0	2.0	376.0	718.0
436	Region	0.29264941092382596	0.29186790172389326	2.494813244482884	inf	0.024251163910213442	3	3.0	0.0	728.0	1792.0
4277	Region	0.2871287128712871	0.2871287128712871		0.0	1.0	1	0.0	1.0	261.0	647.0
7454	Peptide	0.28712552552552556	0.2882882882882883		0.0	1.0	3	0.0	3.0	562.0	1392.0
923	Peptide	0.28712552552552556	0.2882882882882883		0.0	1.0	3	0.0	3.0	562.0	1392.0
339	Peptide	0.28712552552552556	0.2882882882882883		0.0	1.0	3	0.0	3.0	562.0	1392.0
7931	Helix	0.2850574712643678	0.2850574712643678		0.0	1.0	1	0.0	1.0	124.0	310.0
3012	Region	0.28351271869533196	0.19978053943148025	1.8518517782658734	1.1606008087810513	0.6360652499038375	4	1.0	3.0	577.0	2009.0
1653	Helix	0.2826086956521739	0.2826086956521739		0.0	1.0	1	0.0	1.0	91.0	230.0
3081	Disulfide bond	0.2783018867924528	0.2783018867924528	25.000000558793555	inf	0.03773584905660377	1	1.0	0.0	3.0	102.0
3412	DNA binding	0.27507930214115783	0.27507930214115783	3.5775231625342236	inf	0.01912219989411257	3	3.0	0.0	309.0	852.0
4166	Transmembrane	0.27127976190476194	0.27127976190476194	4.545454570084564	inf	0.26250000000000007	1	1.0	0.0	83.0	236.0
5915	Helix	0.27051168293404315	0.27051168293404315		0.0	1.0	2	0.0	2.0	398.0	1071.0
2476	Transmembrane	0.2683139126378989	0.2830188679245283	3.571428556223305	1.4119402985074627	0.5978669688523105	3	1.0	2.0	335.0	946.0
4166	Disulfide bond	0.26829819277108435	0.26829819277108435	5.555555334797621	inf	0.259375	1	1.0	0.0	82.0	237.0
6685	Region	0.26641159490110267	0.26641159490110267	4.72455595535903	inf	0.06502651113467656	2	2.0	0.0	145.0	428.0
7561	Region	0.26641159490110267	0.26641159490110267	4.055535599038338	inf	0.06502651113467656	2	2.0	0.0	145.0	428.0
2376	Region	0.26641159490110267	0.26641159490110267	3.3407655541296575	inf	0.06502651113467656	2	2.0	0.0	145.0	428.0
1219	Transmembrane	0.26639892904953144	0.26639892904953144		0.0	1.0	1	0.0	1.0	199.0	547.0
5333	Transmembrane	0.26639892904953144	0.26639892904953144		0.0	1.0	1	0.0	1.0	199.0	547.0
2877	Transmembrane	0.26639892904953144	0.26639892904953144		0.0	1.0	1	0.0	1.0	199.0	547.0
88	Alternative sequence	0.26433002497258024	0.020802377414561663	1.190476227644621	1.7134831460674158	0.5365309261253267	3	1.0	2.0	534.0	1830.0
2297	Domain	0.2633416991082272	0.08148148148148149	1.5151514549448057	1.6242990654205607	0.553363220518949	3	1.0	2.0	535.0	1738.0
5275	Repeat	0.2631234839598958	0.2675662168915542	3.559104868895726	inf	0.0011734313679329625	5	5.0	0.0	1120.0	3207.0
4286	Region	0.2619047619047619	0.22309197651663404		0.0	1.0	3	0.0	3.0	803.0	2260.0
2095	Region	0.259375	0.259375		0.0	1.0	1	0.0	1.0	83.0	236.0
3518	Domain	0.2582345487399809	0.2582345487399809	4.166666759798927	inf	0.25538160469667315	1	1.0	0.0	260.0	761.0
6490	Region	0.2556415705322809	0.2556415705322809		0.0	1.0	2	0.0	2.0	249.0	723.0
4234	Region	0.2534246575342466	0.2534246575342466		0.0	1.0	1	0.0	1.0	259.0	762.0
3012	Domain	0.2519569471624266	0.2519569471624266		0.0	1.0	2	0.0	2.0	182.0	1083.0
5857	Beta strand	0.2514908239209825	0.2514908239209825	3.8461539872299335	inf	0.24853228962818003	1	1.0	0.0	253.0	768.0
667	Topological domain	0.2508710801393728	0.2508710801393728		0.0	1.0	1	0.0	1.0	72.0	214.0
3304	Topological domain	0.2508710801393728	0.2508710801393728		0.0	1.0	1	0.0	1.0	72.0	214.0
5468	Zinc finger	0.25	0.25		0.0	1.0	3	0.0	3.0	276.0	825.0
